Month,Department,Category,BudgetAmount,ActualAmount,TransactionCount,Variance,VariancePct,IsFlaggedAnomaly
2023-01,Marketing,Infrastructure,524162,479879,8,-44283,-8.45,0
2023-01,Marketing,Marketing,534043,545841,7,11798,2.21,0
2023-01,Marketing,Salaries,168128,480054,5,311926,185.53,1
2023-01,Marketing,Training,387110,423941,6,36831,9.51,0
2023-01,Marketing,Travel,719386,985998,10,266612,37.06,1
2023-01,Marketing,Utilities,640275,459869,8,-180406,-28.18,1
2023-01,Operations,Infrastructure,293052,178537,4,-114515,-39.08,1
2023-01,Operations,Marketing,662865,597915,6,-64950,-9.8,0
2023-01,Operations,Salaries,775641,885086,8,109445,14.11,0
2023-01,Operations,Training,847585,755799,9,-91786,-10.83,0
2023-01,Operations,Travel,469785,518291,5,48506,10.33,0
2023-01,Operations,Utilities,793773,837484,9,43711,5.51,0
2023-01,Sales,Infrastructure,366060,361169,4,-4891,-1.34,0
2023-01,Sales,Marketing,590002,657545,8,67543,11.45,0
2023-01,Sales,Salaries,295591,326516,3,30925,10.46,0
2023-01,Sales,Training,662751,475745,8,-187006,-28.22,1
2023-01,Sales,Travel,680878,625302,8,-55576,-8.16,0
2023-01,Sales,Utilities,550022,786782,7,236760,43.05,1
2023-01,Unspecified,Infrastructure,115763,114627,1,-1136,-0.98,0
2023-02,Finance,Infrastructure,852166,620464,9,-231702,-27.19,1
2023-02,Finance,Marketing,399658,460698,4,61040,15.27,0
2023-02,Finance,Salaries,206592,136729,3,-69863,-33.82,1
2023-02,Finance,Training,236282,394088,4,157806,66.79,1
2023-02,Finance,Travel,397671,813542,8,415871,104.58,1
2023-02,Finance,Utilities,649098,314011,7,-335087,-51.62,1
2023-02,HR,Infrastructure,976527,1151700,12,175173,17.94,0
2023-02,HR,Marketing,512191,664734,6,152543,29.78,1
2023-02,HR,Salaries,1044001,1340932,12,296931,28.44,1
2023-02,HR,Training,319593,482185,4,162592,50.87,1
2023-02,HR,Travel,647746,557003,7,-90743,-14.01,0
2023-02,HR,Utilities,832672,960412,9,127740,15.34,0
2023-02,IT,Infrastructure,540920,670415,7,129495,23.94,0
2023-02,IT,Marketing,358559,357180,4,-1379,-0.38,0
2023-02,IT,Salaries,223323,442461,5,219138,98.13,1
2023-02,IT,Training,531441,578452,8,47011,8.85,0
2023-02,IT,Travel,359861,426070,5,66209,18.4,0
2023-02,IT,Utilities,710497,1078832,9,368335,51.84,1
2023-02,Marketing,Infrastructure,560737,567346,7,6609,1.18,0
2023-02,Marketing,Marketing,626631,883426,9,256795,40.98,1
2023-02,Marketing,Salaries,510267,768926,8,258659,50.69,1
2023-02,Marketing,Training,92410,144300,2,51890,56.15,1
2023-02,Marketing,Travel,432401,463284,7,30883,7.14,0
2023-02,Marketing,Utilities,747282,737374,8,-9908,-1.33,0
2023-02,Operations,Infrastructure,474473,770329,8,295856,62.35,1
2023-02,Operations,Marketing,647804,672213,7,24409,3.77,0
2023-02,Operations,Salaries,337466,162778,4,-174688,-51.76,1
2023-02,Operations,Training,859094,934523,9,75429,8.78,0
2023-02,Operations,Travel,396352,552439,6,156087,39.38,1
2023-02,Operations,Utilities,686288,890497,9,204209,29.76,1
2023-02,Sales,Infrastructure,509547,536426,7,26879,5.28,0
2023-02,Sales,Marketing,588182,698488,8,110306,18.75,0
2023-02,Sales,Salaries,614112,798044,9,183932,29.95,1
2023-02,Sales,Training,395300,208070,4,-187230,-47.36,1
2023-02,Sales,Travel,746913,1082656,10,335743,44.95,1
2023-02,Sales,Utilities,351991,314355,3,-37636,-10.69,0
2023-03,Finance,Infrastructure,957367,966115,10,8748,0.91,0
2023-03,Finance,Marketing,669172,696428,9,27256,4.07,0
2023-03,Finance,Salaries,639626,880108,8,240482,37.6,1
2023-03,Finance,Training,601315,596290,5,-5025,-0.84,0
2023-03,Finance,Travel,1065992,904319,11,-161673,-15.17,0
2023-03,Finance,Utilities,571300,390800,6,-180500,-31.59,1
2023-03,HR,Infrastructure,909369,807685,10,-101684,-11.18,0
2023-03,HR,Marketing,216234,376740,3,160506,74.23,1
2023-03,HR,Salaries,626148,820558,9,194410,31.05,1
2023-03,HR,Training,1269827,1413697,17,143870,11.33,0
2023-03,HR,Travel,238373,288821,2,50448,21.16,0
2023-03,HR,Utilities,471695,440269,5,-31426,-6.66,0
2023-03,IT,Infrastructure,533742,380106,6,-153636,-28.78,1
2023-03,IT,Marketing,561235,536964,6,-24271,-4.32,0
2023-03,IT,Salaries,280404,387872,5,107468,38.33,1
2023-03,IT,Training,477846,401548,7,-76298,-15.97,0
2023-03,IT,Travel,619727,477097,6,-142630,-23.01,0
2023-03,IT,Utilities,709882,770513,9,60631,8.54,0
2023-03,Marketing,Infrastructure,909903,967913,12,58010,6.38,0
2023-03,Marketing,Marketing,524558,561875,8,37317,7.11,0
2023-03,Marketing,Salaries,623945,519057,7,-104888,-16.81,0
2023-03,Marketing,Training,681031,957776,9,276745,40.64,1
2023-03,Marketing,Travel,680685,770516,10,89831,13.2,0
2023-03,Marketing,Utilities,514209,642433,8,128224,24.94,0
2023-03,Operations,Infrastructure,719658,796498,7,76840,10.68,0
2023-03,Operations,Marketing,920825,613870,9,-306955,-33.33,1
2023-03,Operations,Salaries,491891,515867,6,23976,4.87,0
2023-03,Operations,Training,804218,610166,9,-194052,-24.13,0
2023-03,Operations,Travel,667569,539376,7,-128193,-19.2,0
2023-03,Operations,Utilities,600563,724275,7,123712,20.6,0
2023-03,Sales,Infrastructure,644243,537987,7,-106256,-16.49,0
2023-03,Sales,Marketing,798098,681953,7,-116145,-14.55,0
2023-03,Sales,Salaries,490111,763747,8,273636,55.83,1
2023-03,Sales,Training,269159,349375,4,80216,29.8,1
2023-03,Sales,Travel,518323,861017,8,342694,66.12,1
2023-03,Sales,Utilities,786666,1194886,11,408220,51.89,1
2023-04,Finance,Infrastructure,790184,703936,8,-86248,-10.91,0
2023-04,Finance,Marketing,685733,486254,9,-199479,-29.09,1
2023-04,Finance,Salaries,653907,849006,8,195099,29.84,1
2023-04,Finance,Training,634483,455381,6,-179102,-28.23,1
2023-04,Finance,Travel,1279099,1444862,15,165763,12.96,0
2023-04,Finance,Utilities,1475577,1468486,16,-7091,-0.48,0
2023-04,HR,Infrastructure,432820,717402,7,284582,65.75,1
2023-04,HR,Marketing,603817,685162,7,81345,13.47,0
2023-04,HR,Salaries,341490,198657,3,-142833,-41.83,1
2023-04,HR,Training,451916,445947,5,-5969,-1.32,0
2023-04,HR,Travel,1103389,1273666,13,170277,15.43,0
2023-04,HR,Utilities,929030,730829,10,-198201,-21.33,0
2023-04,IT,Infrastructure,195485,426317,4,230832,118.08,1
2023-04,IT,Marketing,758526,777241,9,18715,2.47,0
2023-04,IT,Salaries,538242,613604,6,75362,14.0,0
2023-04,IT,Training,417374,268139,4,-149235,-35.76,1
2023-04,IT,Travel,879313,1196731,11,317418,36.1,1
2023-04,IT,Utilities,1016249,1016056,11,-193,-0.02,0
2023-04,Marketing,Infrastructure,678540,810803,8,132263,19.49,0
2023-04,Marketing,Marketing,850974,786808,9,-64166,-7.54,0
2023-04,Marketing,Salaries,503837,930902,7,427065,84.76,1
2023-04,Marketing,Training,966226,1375122,14,408896,42.32,1
2023-04,Marketing,Travel,594489,819159,8,224670,37.79,1
2023-04,Marketing,Utilities,1440415,1485302,15,44887,3.12,0
2023-04,Operations,Infrastructure,587850,860752,8,272902,46.42,1
2023-04,Operations,Marketing,238192,361494,5,123302,51.77,1
2023-04,Operations,Salaries,623314,650090,6,26776,4.3,0
2023-04,Operations,Training,356504,323060,4,-33444,-9.38,0
2023-04,Operations,Travel,742632,1075616,9,332984,44.84,1
2023-04,Operations,Utilities,537695,770846,7,233151,43.36,1
2023-04,Sales,Infrastructure,618290,656029,6,37739,6.1,0
2023-04,Sales,Marketing,336466,375581,6,39115,11.63,0
2023-04,Sales,Salaries,801909,524399,9,-277510,-34.61,1
2023-04,Sales,Training,1024934,1059032,13,34098,3.33,0
2023-04,Sales,Travel,522411,680847,7,158436,30.33,1
2023-04,Sales,Utilities,1439910,1878386,20,438476,30.45,1
2023-05,Finance,Infrastructure,331053,348671,5,17618,5.32,0
2023-05,Finance,Marketing,50730,175981,2,125251,246.9,1
2023-05,Finance,Salaries,283001,627615,6,344614,121.77,1
2023-05,Finance,Training,820105,668925,7,-151180,-18.43,0
2023-05,Finance,Travel,747782,1341165,13,593383,79.35,1
2023-05,Finance,Utilities,487152,641515,6,154363,31.69,1
2023-05,HR,Infrastructure,431839,222376,4,-209463,-48.5,1
2023-05,HR,Marketing,137158,233773,2,96615,70.44,1
2023-05,HR,Salaries,594266,794950,8,200684,33.77,1
2023-05,HR,Training,932088,939513,14,7425,0.8,0
2023-05,HR,Travel,614143,835754,10,221611,36.08,1
2023-05,HR,Utilities,851025,662067,10,-188958,-22.2,0
2023-05,IT,Infrastructure,476807,381814,5,-94993,-19.92,0
2023-05,IT,Marketing,835584,760105,7,-75479,-9.03,0
2023-05,IT,Salaries,828697,934115,10,105418,12.72,0
2023-05,IT,Training,768021,666265,8,-101756,-13.25,0
2023-05,IT,Travel,605074,656044,8,50970,8.42,0
2023-05,IT,Utilities,651454,526833,8,-124621,-19.13,0
2023-05,Marketing,Infrastructure,917607,854022,9,-63585,-6.93,0
2023-05,Marketing,Marketing,344992,426665,5,81673,23.67,0
2023-05,Marketing,Salaries,815764,716420,10,-99344,-12.18,0
2023-05,Marketing,Training,736419,952575,9,216156,29.35,1
2023-05,Marketing,Travel,532412,262556,5,-269856,-50.69,1
2023-05,Marketing,Utilities,151401,208759,3,57358,37.88,1
2023-05,Operations,Infrastructure,959356,862313,13,-97043,-10.12,0
2023-05,Operations,Marketing,973459,907399,11,-66060,-6.79,0
2023-05,Operations,Salaries,637035,673901,7,36866,5.79,0
2023-05,Operations,Training,970512,624155,10,-346357,-35.69,1
2023-05,Operations,Travel,625005,502517,6,-122488,-19.6,0
2023-05,Operations,Utilities,562155,1093979,10,531824,94.6,1
2023-05,Sales,Infrastructure,781154,1191021,13,409867,52.47,1
2023-05,Sales,Marketing,747031,1101527,9,354496,47.45,1
2023-05,Sales,Salaries,1263496,1116149,13,-147347,-11.66,0
2023-05,Sales,Training,234798,362673,3,127875,54.46,1
2023-05,Sales,Travel,1110404,931854,11,-178550,-16.08,0
2023-05,Sales,Utilities,447202,519583,6,72381,16.19,0
2023-06,Finance,Infrastructure,436516,406606,7,-29910,-6.85,0
2023-06,Finance,Marketing,1358038,1124266,15,-233772,-17.21,0
2023-06,Finance,Salaries,719409,557745,9,-161664,-22.47,0
2023-06,Finance,Training,845222,1034529,10,189307,22.4,0
2023-06,Finance,Travel,818972,879386,10,60414,7.38,0
2023-06,Finance,Utilities,290337,208851,4,-81486,-28.07,1
2023-06,HR,Infrastructure,237486,390378,4,152892,64.38,1
2023-06,HR,Marketing,787381,823365,11,35984,4.57,0
2023-06,HR,Salaries,478359,506611,6,28252,5.91,0
2023-06,HR,Training,455634,420449,6,-35185,-7.72,0
2023-06,HR,Travel,191979,411165,5,219186,114.17,1
2023-06,HR,Utilities,561267,965028,9,403761,71.94,1
2023-06,IT,Infrastructure,674099,877397,9,203298,30.16,1
2023-06,IT,Marketing,438269,579035,8,140766,32.12,1
2023-06,IT,Salaries,604011,504218,7,-99793,-16.52,0
2023-06,IT,Training,441716,779482,7,337766,76.47,1
2023-06,IT,Travel,503926,399736,5,-104190,-20.68,0
2023-06,IT,Utilities,959448,1105887,11,146439,15.26,0
2023-06,Marketing,Infrastructure,945299,993476,12,48177,5.1,0
2023-06,Marketing,Marketing,557562,350895,6,-206667,-37.07,1
2023-06,Marketing,Salaries,803098,908219,11,105121,13.09,0
2023-06,Marketing,Training,1130461,1125495,14,-4966,-0.44,0
2023-06,Marketing,Travel,381906,421547,5,39641,10.38,0
2023-06,Marketing,Utilities,564851,706373,7,141522,25.05,1
2023-06,Operations,Infrastructure,784761,888740,10,103979,13.25,0
2023-06,Operations,Marketing,711601,869018,8,157417,22.12,0
2023-06,Operations,Salaries,149524,172847,2,23323,15.6,0
2023-06,Operations,Training,1016067,952380,13,-63687,-6.27,0
2023-06,Operations,Travel,480734,723150,8,242416,50.43,1
2023-06,Operations,Utilities,701068,728828,9,27760,3.96,0
2023-06,Sales,Infrastructure,356560,298625,4,-57935,-16.25,0
2023-06,Sales,Marketing,685277,587562,7,-97715,-14.26,0
2023-06,Sales,Salaries,553900,340775,5,-213125,-38.48,1
2023-06,Sales,Training,545851,626564,7,80713,14.79,0
2023-06,Sales,Travel,738779,1040747,10,301968,40.87,1
2023-06,Sales,Utilities,372620,284915,3,-87705,-23.54,0
2023-07,Finance,Infrastructure,620265,962519,10,342254,55.18,1
2023-07,Finance,Marketing,281861,209957,5,-71904,-25.51,1
2023-07,Finance,Salaries,360685,482257,6,121572,33.71,1
2023-07,Finance,Training,440231,662162,7,221931,50.41,1
2023-07,Finance,Travel,667438,498348,7,-169090,-25.33,1
2023-07,Finance,Utilities,1293622,1136733,15,-156889,-12.13,0
2023-07,HR,Infrastructure,692780,1062700,9,369920,53.4,1
2023-07,HR,Marketing,545927,559143,7,13216,2.42,0
2023-07,HR,Salaries,375753,313047,4,-62706,-16.69,0
2023-07,HR,Training,830596,937152,11,106556,12.83,0
2023-07,HR,Travel,753927,781041,8,27114,3.6,0
2023-07,HR,Utilities,782110,847461,10,65351,8.36,0
2023-07,IT,Infrastructure,510639,576850,7,66211,12.97,0
2023-07,IT,Marketing,599294,938900,10,339606,56.67,1
2023-07,IT,Salaries,571962,845165,8,273203,47.77,1
2023-07,IT,Training,936175,810998,9,-125177,-13.37,0
2023-07,IT,Travel,836420,886672,9,50252,6.01,0
2023-07,IT,Utilities,967389,973405,11,6016,0.62,0
2023-07,Marketing,Infrastructure,679867,712119,10,32252,4.74,0
2023-07,Marketing,Marketing,831595,859461,10,27866,3.35,0
2023-07,Marketing,Salaries,772393,524337,8,-248056,-32.12,1
2023-07,Marketing,Training,386023,368105,4,-17918,-4.64,0
2023-07,Marketing,Travel,338788,565111,5,226323,66.8,1
2023-07,Marketing,Utilities,741390,701124,9,-40266,-5.43,0
2023-07,Operations,Infrastructure,373752,490861,5,117109,31.33,1
2023-07,Operations,Marketing,1100824,1397878,13,297054,26.98,1
2023-07,Operations,Salaries,808642,1069136,8,260494,32.21,1
2023-07,Operations,Training,439568,582235,5,142667,32.46,1
2023-07,Operations,Travel,1350528,1394172,16,43644,3.23,0
2023-07,Operations,Utilities,1176557,1326047,14,149490,12.71,0
2023-07,Sales,Infrastructure,992645,1047133,12,54488,5.49,0
2023-07,Sales,Marketing,829609,893004,10,63395,7.64,0
2023-07,Sales,Salaries,635986,765237,8,129251,20.32,0
2023-07,Sales,Training,400518,914757,8,514239,128.39,1
2023-07,Sales,Travel,584267,637593,6,53326,9.13,0
2023-07,Sales,Utilities,454868,700527,6,245659,54.01,1
2023-08,Finance,Infrastructure,662621,628711,8,-33910,-5.12,0
2023-08,Finance,Marketing,347814,461289,6,113475,32.63,1
2023-08,Finance,Salaries,1110445,1077189,14,-33256,-2.99,0
2023-08,Finance,Training,192933,191707,3,-1226,-0.64,0
2023-08,Finance,Travel,533906,626810,7,92904,17.4,0
2023-08,Finance,Utilities,1029413,950321,11,-79092,-7.68,0
2023-08,HR,Infrastructure,880621,848390,11,-32231,-3.66,0
2023-08,HR,Marketing,526161,462250,6,-63911,-12.15,0
2023-08,HR,Salaries,678730,812103,9,133373,19.65,0
2023-08,HR,Training,659739,931996,9,272257,41.27,1
2023-08,HR,Travel,778622,985007,10,206385,26.51,1
2023-08,HR,Utilities,426523,531063,5,104540,24.51,0
2023-08,IT,Infrastructure,692364,717977,9,25613,3.7,0
2023-08,IT,Marketing,593687,613248,7,19561,3.29,0
2023-08,IT,Salaries,854800,1653877,13,799077,93.48,1
2023-08,IT,Training,47834,85415,1,37581,78.57,1
2023-08,IT,Travel,520646,605701,6,85055,16.34,0
2023-08,IT,Utilities,390499,751794,5,361295,92.52,1
2023-08,Marketing,Infrastructure,644943,705333,9,60390,9.36,0
2023-08,Marketing,Marketing,219297,518368,5,299071,136.38,1
2023-08,Marketing,Salaries,665438,752460,9,87022,13.08,0
2023-08,Marketing,Training,706366,1023362,8,316996,44.88,1
2023-08,Marketing,Travel,712795,951107,11,238312,33.43,1
2023-08,Marketing,Utilities,821896,883409,10,61513,7.48,0
2023-08,Operations,Infrastructure,535556,572076,7,36520,6.82,0
2023-08,Operations,Marketing,537096,566335,7,29239,5.44,0
2023-08,Operations,Salaries,295249,350550,5,55301,18.73,0
2023-08,Operations,Training,777145,834215,10,57070,7.34,0
2023-08,Operations,Travel,1018467,533909,11,-484558,-47.58,1
2023-08,Operations,Utilities,1259319,1394788,13,135469,10.76,0
2023-08,Sales,Infrastructure,556162,568130,8,11968,2.15,0
2023-08,Sales,Marketing,357675,433289,5,75614,21.14,0
2023-08,Sales,Salaries,222130,192815,3,-29315,-13.2,0
2023-08,Sales,Training,437183,370166,6,-67017,-15.33,0
2023-08,Sales,Travel,486206,435341,4,-50865,-10.46,0
2023-08,Sales,Utilities,799295,1035721,11,236426,29.58,1
2023-09,Finance,Infrastructure,1204313,961659,14,-242654,-20.15,0
2023-09,Finance,Marketing,992810,1006191,11,13381,1.35,0
2023-09,Finance,Salaries,336282,527471,4,191189,56.85,1
2023-09,Finance,Training,644237,663218,7,18981,2.95,0
2023-09,Finance,Travel,438789,438649,5,-140,-0.03,0
2023-09,Finance,Utilities,82728,206924,2,124196,150.13,1
2023-09,HR,Infrastructure,534134,797740,8,263606,49.35,1
2023-09,HR,Marketing,752059,853335,10,101276,13.47,0
2023-09,HR,Salaries,462335,556596,6,94261,20.39,0
2023-09,HR,Training,1172621,1212671,13,40050,3.42,0
2023-09,HR,Travel,446473,412108,8,-34365,-7.7,0
2023-09,HR,Utilities,691222,828200,8,136978,19.82,0
2023-09,IT,Infrastructure,784892,906190,9,121298,15.45,0
2023-09,IT,Marketing,497959,636825,8,138866,27.89,1
2023-09,IT,Salaries,520820,853772,9,332952,63.93,1
2023-09,IT,Training,141305,19773,1,-121532,-86.01,1
2023-09,IT,Travel,920800,762846,11,-157954,-17.15,0
2023-09,IT,Utilities,617749,489639,8,-128110,-20.74,0
2023-09,Marketing,Infrastructure,877056,824712,11,-52344,-5.97,0
2023-09,Marketing,Marketing,777344,1029701,9,252357,32.46,1
2023-09,Marketing,Salaries,499379,717985,7,218606,43.78,1
2023-09,Marketing,Training,735537,1004835,8,269298,36.61,1
2023-09,Marketing,Travel,770155,1241409,11,471254,61.19,1
2023-09,Marketing,Utilities,568945,421374,7,-147571,-25.94,1
2023-09,Operations,Infrastructure,738058,654800,8,-83258,-11.28,0
2023-09,Operations,Marketing,640867,627420,8,-13447,-2.1,0
2023-09,Operations,Salaries,847520,796098,10,-51422,-6.07,0
2023-09,Operations,Training,510758,537504,6,26746,5.24,0
2023-09,Operations,Travel,769676,791818,9,22142,2.88,0
2023-09,Operations,Utilities,813594,893552,11,79958,9.83,0
2023-09,Sales,Infrastructure,616447,462540,6,-153907,-24.97,0
2023-09,Sales,Marketing,370482,559230,6,188748,50.95,1
2023-09,Sales,Salaries,717078,939626,9,222548,31.04,1
2023-09,Sales,Training,688820,680769,8,-8051,-1.17,0
2023-09,Sales,Travel,675693,733281,8,57588,8.52,0
2023-09,Sales,Utilities,777404,779199,10,1795,0.23,0
2023-10,Finance,Infrastructure,858389,756990,11,-101399,-11.81,0
2023-10,Finance,Marketing,545060,591712,7,46652,8.56,0
2023-10,Finance,Salaries,389345,484478,6,95133,24.43,0
2023-10,Finance,Training,652587,801835,8,149248,22.87,0
2023-10,Finance,Travel,565416,492691,6,-72725,-12.86,0
2023-10,Finance,Utilities,194084,367859,3,173775,89.54,1
2023-10,HR,Infrastructure,90496,24950,1,-65546,-72.43,1
2023-10,HR,Marketing,514293,827410,7,313117,60.88,1
2023-10,HR,Salaries,503246,455169,7,-48077,-9.55,0
2023-10,HR,Training,564278,620513,8,56235,9.97,0
2023-10,HR,Travel,744336,738102,8,-6234,-0.84,0
2023-10,HR,Utilities,566130,666198,7,100068,17.68,0
2023-10,IT,Infrastructure,698530,999999,11,301469,43.16,1
2023-10,IT,Marketing,500434,525278,7,24844,4.96,0
2023-10,IT,Salaries,436332,769829,9,333497,76.43,1
2023-10,IT,Training,516527,624884,7,108357,20.98,0
2023-10,IT,Travel,497450,681989,8,184539,37.1,1
2023-10,IT,Utilities,857018,839184,9,-17834,-2.08,0
2023-10,Marketing,Infrastructure,494278,817111,7,322833,65.31,1
2023-10,Marketing,Marketing,1332019,1325698,15,-6321,-0.47,0
2023-10,Marketing,Salaries,366820,262426,5,-104394,-28.46,1
2023-10,Marketing,Training,259343,434140,5,174797,67.4,1
2023-10,Marketing,Travel,585182,513834,5,-71348,-12.19,0
2023-10,Marketing,Utilities,305931,447644,4,141713,46.32,1
2023-10,Operations,Infrastructure,795065,783613,9,-11452,-1.44,0
2023-10,Operations,Marketing,507121,522493,7,15372,3.03,0
2023-10,Operations,Salaries,922848,1523312,14,600464,65.07,1
2023-10,Operations,Training,574262,503927,6,-70335,-12.25,0
2023-10,Operations,Travel,598171,593905,6,-4266,-0.71,0
2023-10,Operations,Utilities,981923,1071745,11,89822,9.15,0
2023-10,Sales,Infrastructure,687476,586479,8,-100997,-14.69,0
2023-10,Sales,Marketing,584865,558918,6,-25947,-4.44,0
2023-10,Sales,Salaries,253085,323455,3,70370,27.8,1
2023-10,Sales,Training,609848,495804,7,-114044,-18.7,0
2023-10,Sales,Travel,627972,608456,7,-19516,-3.11,0
2023-10,Sales,Utilities,1144294,1366341,15,222047,19.4,0
2023-11,Finance,Infrastructure,780605,728006,9,-52599,-6.74,0
2023-11,Finance,Marketing,722716,513402,7,-209314,-28.96,1
2023-11,Finance,Salaries,345274,587753,6,242479,70.23,1
2023-11,Finance,Training,136908,210287,2,73379,53.6,1
2023-11,Finance,Travel,908165,681774,8,-226391,-24.93,0
2023-11,Finance,Utilities,561408,962365,9,400957,71.42,1
2023-11,HR,Infrastructure,672752,364520,8,-308232,-45.82,1
2023-11,HR,Marketing,658405,811994,7,153589,23.33,0
2023-11,HR,Salaries,176371,425556,4,249185,141.28,1
2023-11,HR,Training,643459,719944,8,76485,11.89,0
2023-11,HR,Travel,531191,519176,6,-12015,-2.26,0
2023-11,HR,Utilities,328031,479152,5,151121,46.07,1
2023-11,IT,Infrastructure,526722,696492,7,169770,32.23,1
2023-11,IT,Marketing,865786,687428,10,-178358,-20.6,0
2023-11,IT,Salaries,747191,790701,7,43510,5.82,0
2023-11,IT,Training,602981,403074,5,-199907,-33.15,1
2023-11,IT,Travel,497228,634397,5,137169,27.59,1
2023-11,IT,Utilities,277408,420913,5,143505,51.73,1
2023-11,Marketing,Infrastructure,729880,843608,9,113728,15.58,0
2023-11,Marketing,Marketing,1125211,974266,10,-150945,-13.41,0
2023-11,Marketing,Salaries,862200,998513,11,136313,15.81,0
2023-11,Marketing,Training,696564,1011775,9,315211,45.25,1
2023-11,Marketing,Travel,530462,363633,6,-166829,-31.45,1
2023-11,Marketing,Utilities,677390,1096341,10,418951,61.85,1
2023-11,Operations,Infrastructure,769884,512975,8,-256909,-33.37,1
2023-11,Operations,Marketing,497677,364095,6,-133582,-26.84,1
2023-11,Operations,Salaries,510878,822038,8,311160,60.91,1
2023-11,Operations,Training,789865,813948,10,24083,3.05,0
2023-11,Operations,Travel,936150,886505,10,-49645,-5.3,0
2023-11,Operations,Unspecified,40145,15085,1,-25060,-62.42,1
2023-11,Operations,Utilities,308859,223993,3,-84866,-27.48,1
2023-11,Sales,Infrastructure,392259,321117,5,-71142,-18.14,0
2023-11,Sales,Marketing,1035266,1404962,12,369696,35.71,1
2023-11,Sales,Salaries,341313,432368,6,91055,26.68,1
2023-11,Sales,Training,440500,373981,6,-66519,-15.1,0
2023-11,Sales,Travel,193972,450508,4,256536,132.25,1
2023-11,Sales,Utilities,425296,387079,7,-38217,-8.99,0
2023-12,Finance,Infrastructure,541946,749875,7,207929,38.37,1
2023-12,Finance,Marketing,303669,359834,5,56165,18.5,0
2023-12,Finance,Salaries,1299862,1629293,16,329431,25.34,1
2023-12,Finance,Training,704226,699724,8,-4502,-0.64,0
2023-12,Finance,Travel,692065,985631,10,293566,42.42,1
2023-12,Finance,Utilities,533808,503896,6,-29912,-5.6,0
2023-12,HR,Infrastructure,151508,328613,5,177105,116.89,1
2023-12,HR,Marketing,906902,790027,10,-116875,-12.89,0
2023-12,HR,Salaries,1067881,1463188,14,395307,37.02,1
2023-12,HR,Training,824099,1039813,12,215714,26.18,1
2023-12,HR,Travel,1188060,1166677,12,-21383,-1.8,0
2023-12,HR,Utilities,767730,1253635,12,485905,63.29,1
2023-12,IT,Infrastructure,571132,627879,7,56747,9.94,0
2023-12,IT,Marketing,713078,637914,6,-75164,-10.54,0
2023-12,IT,Salaries,365305,259168,5,-106137,-29.05,1
2023-12,IT,Training,379975,295525,4,-84450,-22.23,0
2023-12,IT,Travel,794897,826359,9,31462,3.96,0
2023-12,IT,Utilities,217036,228025,4,10989,5.06,0
2023-12,Marketing,Infrastructure,339920,413798,5,73878,21.73,0
2023-12,Marketing,Marketing,1101691,1345309,13,243618,22.11,0
2023-12,Marketing,Salaries,584582,693003,7,108421,18.55,0
2023-12,Marketing,Training,994885,1037494,12,42609,4.28,0
2023-12,Marketing,Travel,357579,771615,7,414036,115.79,1
2023-12,Marketing,Utilities,325556,162381,4,-163175,-50.12,1
2023-12,Operations,Infrastructure,427996,496427,4,68431,15.99,0
2023-12,Operations,Marketing,349668,602084,6,252416,72.19,1
2023-12,Operations,Salaries,567220,534507,7,-32713,-5.77,0
2023-12,Operations,Training,1534290,1661913,18,127623,8.32,0
2023-12,Operations,Travel,274591,445765,5,171174,62.34,1
2023-12,Operations,Utilities,420253,526996,6,106743,25.4,1
2023-12,Sales,Infrastructure,911387,699511,12,-211876,-23.25,0
2023-12,Sales,Marketing,281370,395347,4,113977,40.51,1
2023-12,Sales,Salaries,690366,1004754,9,314388,45.54,1
2023-12,Sales,Training,548295,515928,6,-32367,-5.9,0
2023-12,Sales,Travel,448951,264727,6,-184224,-41.03,1
2023-12,Sales,Utilities,783043,689896,8,-93147,-11.9,0
